case,category,filename,code
case-01,plagiarized,case-01/plagiarized/L6/07/PrintJava.java,"public class PrintJava { public static void main(String[] args) { printAll(); } public static void printAll() { for (int i = 5; i > 0; i--) { System.out.print(""Welcome to Java""); System.out.println(""""); } } }"
case-01,plagiarized,case-01/plagiarized/L6/08/Kasus1L6.java,"public class Kasus1L6 { public static void main(String[] args) { cetakTeks(""Welcome to Java""); } private static void cetakTeks(String teks) { int i = 5; while(i > 0){ System.out.println(teks); i--; } } }"
case-01,plagiarized,case-01/plagiarized/L3/03/HelloWorld.java,"class HelloWorld { public static void main(String[] args) { System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); } }"
case-01,plagiarized,case-01/plagiarized/L3/05/Kasus1L3.java,"public class Kasus1L3 { public static void main(String[] args) { String teks = ""Welcome to Java""; System.out.println(teks); System.out.println(teks); System.out.println(teks); System.out.println(teks); System.out.println(teks); } }"
case-01,plagiarized,case-01/plagiarized/L3/02/Main.java,"public class Main { public static void main(String[] args) { System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); } }"
case-01,plagiarized,case-01/plagiarized/L3/01/L3.java,"public class L3 { public static void main(String[] args) { System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); } }"
case-01,plagiarized,case-01/plagiarized/L3/06/Level3.java,"public class Level3 { public static void main(String[] args) { System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); } }"
case-01,plagiarized,case-01/plagiarized/L3/04/hellow.java,"public class hellow { public static void main(String[] args) { System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); } }"
case-01,plagiarized,case-01/plagiarized/L4/03/Main.java,"public class Main { public static void main(String[] args) { cetak(); } public static void cetak(){ System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); } }"
case-01,plagiarized,case-01/plagiarized/L4/05/hellow.java,"public class hellow { public static void main(String[] args) { printHello(); } private static void printHello() { System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); } }"
case-01,plagiarized,case-01/plagiarized/L4/02/Main.java,"public class Main { public static void printOut(){ System.out.println(""Welcome to Java""); } public static void main(String[] args) { printOut(); printOut(); printOut(); printOut(); printOut(); } }"
case-01,plagiarized,case-01/plagiarized/L4/01/L4.java,"public class L4 { public static void print() { System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); System.out.println(""Welcome to Java""); } public static void main(String[] args) { print(); } }"
case-01,plagiarized,case-01/plagiarized/L4/06/Level4.java,"public class Level4 { public static void main(String[] args) { String kal = ""Welcome to Java""; tampil(kal); } private static void tampil(String kalimat) { System.out.println(kalimat); System.out.println(kalimat); System.out.println(kalimat); System.out.println(kalimat); System.out.println(kalimat); } }"
case-01,plagiarized,case-01/plagiarized/L4/04/HelloWorld.java,"class HelloWorld { static String s; static void Cetak() { System.out.println(s); System.out.println(s); System.out.println(s); System.out.println(s); System.out.println(s); } public static void main(String[] args) { s = ""Welcome to Java""; Cetak(); } }"
case-01,plagiarized,case-01/plagiarized/L5/03/WelcomeToJava.java,"public class WelcomeToJava { public static void test(int i) { while(i>0) { System.out.println(""Welcome To Java""); i--; } } public static void main(String[] args) { test(5); } }"
case-01,plagiarized,case-01/plagiarized/L5/05/PrintJava.java,"public class PrintJava { public static void main(String[] args) { printAll(); } public static void printAll() { for (int i = 0; i < 5; i++) { System.out.print(""Welcome to Java""); System.out.println(""""); } } }"
case-01,plagiarized,case-01/plagiarized/L5/02/Main.java,"public class Main { public static void main(String[] args) { cetak(); } public static void cetak(){ for (int i = 0; i < 5; i++) { System.out.println(""Welcome to Java""); } } }"
case-01,plagiarized,case-01/plagiarized/L5/01/L5.java,"public class L5 { public static void print() { for (int i = 0; i < 5; i++) { System.out.print(""Welcome to Java\n""); } } public static void main(String[] args) { print(); } }"
case-01,plagiarized,case-01/plagiarized/L5/04/hellow.java,"public class hellow { public static void main(String[] args) { printHello(); } private static void printHello() { System.out.print(""Welcome to Java \n""); System.out.print(""Welcome to Java \n""); System.out.print(""Welcome to Java \n""); System.out.print(""Welcome to Java \n""); System.out.print(""Welcome to Java \n""); } }"
case-01,non-plagiarized,case-01/non-plagiarized/03/Nomor1_2451041557A22145B3701B0184109CAB013.java,"public class Nomor1_2451041557A22145B3701B0184109CAB013 { public static void main(String[] args) { for(int i=0;i<5;i++) { System .out.println(""Welcome To Java""); } } }"
case-01,non-plagiarized,case-01/non-plagiarized/05/T01.java,"public class T01 { public static void main(String[] args) { for(int i=0;i < 5;i++) { System.out.println(""Welcome To Java""); } } }"
case-01,non-plagiarized,case-01/non-plagiarized/02/T01.java,"public class T01 { public static void main(String[] args) { for (int i = 0; i < 5; i++) { System.out.println(""Welcome To Java""); } } }"
case-01,non-plagiarized,case-01/non-plagiarized/09/t01.java,"public class t01 { public static void main(String[] args) { for (int i = 0; i < 5; i++) { System.out.println(""Welcome To Java""); } } }"
case-01,non-plagiarized,case-01/non-plagiarized/11/T01.java,"public class T01 { public static void main(String[] args) { for(int i = 0; i < 5; i++) { System.out.println(""Welcome To Java""); } } }"
case-01,non-plagiarized,case-01/non-plagiarized/01/T01.java,"public class T01 { public static void main(String[] args){ for(int i = 0; i < 5; i++){ System.out.println(""Welcome To Java""); } } }"
case-01,non-plagiarized,case-01/non-plagiarized/06/T01.java,"public class T01 { public static void main(String[] args) { for (int i = 0; i < 5; i++) { System.out.println(""Welcome To Java""); } } }"
case-01,non-plagiarized,case-01/non-plagiarized/15/T01.java,"public class T01 { public static void main(String[] args) { for(int i=0;i<5;i++) System.out.println(""Welcome To Java""); } }"
case-01,non-plagiarized,case-01/non-plagiarized/14/Soal1.java,"import java.util.Scanner; public class Soal1 { public static void main(String[] args) { for(int i = 0; i<5; i++) System.out.println(""Welcome to Java""); } }"
case-01,non-plagiarized,case-01/non-plagiarized/04/T01.java,"public class T01 { public static void main(String[] args) { for (int i=0;i<5;i++){ System.out.println(""Welcome To Java""); } } }"
case-01,non-plagiarized,case-01/non-plagiarized/13/No1.java,"public class No1 { public static void main(String[] args) { System.out.println(""Welcome To Java""); System.out.println(""Welcome To Java""); System.out.println(""Welcome To Java""); System.out.println(""Welcome To Java""); System.out.println(""Welcome To Java""); } }"
case-01,non-plagiarized,case-01/non-plagiarized/07/Main.java,"public class Main { public static void main(String[] args) { String a = ""Welcome To Java""; for(int i=0;i<6;i++) { System.out.println(a); } } }"
case-01,non-plagiarized,case-01/non-plagiarized/12/T01.java,"public class T01 { public static void main(String[] args) { for (int i = 0; i < 5; i++) { System.out.println(""Welcome To Java""); } } }"
case-01,non-plagiarized,case-01/non-plagiarized/10/Main.java,"public class Main { public static void main(String[] args) { for(int i=0;i<5;i++){ System.out.println(""Welcome To Java""); } } }"
case-01,non-plagiarized,case-01/non-plagiarized/08/T01.java,"public class T01 { public static void main(String[] args) { for (int i = 0; i < 5; i++) { System.out.println(""Welcome To Java""); } } }"
case-02,original,case-02/original/T2.java,"import java.util.Scanner; public class T2 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double radius = input.nextDouble(); double length = input.nextDouble(); double area = radius * radius * 3.14159; double volume = area * length; System.out.println(""The area is "" + area); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L2/03/Main.java,"import java.util.Scanner; public class Main { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double radius = input.nextDouble(); double length = input.nextDouble(); double areas = radius * radius * 3.14159; double volumes = areas * length; System.out.println(""The area is "" + areas); System.out.println(""The volume of the cylinder is "" + volumes); } }"
case-02,plagiarized,case-02/plagiarized/L2/05/inputoutput.java,"import java.util.*; class inputoutput{ public static void main(String[] args){ Scanner masukan = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double rad = masukan.nextDouble(); double panjang = masukan.nextDouble(); double a = rad * rad * 3.14159; double vol = a * panjang; System.out.println(""The area is "" + a); System.out.println(""The volume of the cylinder is "" + vol); } }"
case-02,plagiarized,case-02/plagiarized/L2/02/Main.java,"import java.util.Scanner; public class Main { public static void main(String[] args) { Scanner scan = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double r = scan.nextDouble(); double len = scan.nextDouble(); double a = r * r * 3.14159; double volume = a * len; System.out.println(""The area is "" + a); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L2/09/Level2.java,"import java.util.Scanner; public class Level2 { public static void main(String[] args) { Scanner in = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double rad = in.nextDouble(); double panjang = in.nextDouble(); double luas = rad * rad * 3.14159; double vol = luas * panjang; System.out.println(""The area is "" + luas); System.out.println(""The volume of the cylinder is "" + vol); } }"
case-02,plagiarized,case-02/plagiarized/L2/01/L2.java,"import java.util.*; public class L2 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double jari2 = input.nextDouble(); double panjang = input.nextDouble(); double luas = jari2 * jari2 * 3.14159; double total = luas * panjang; System.out.println(""The area is "" + luas); System.out.println(""The volume of the cylinder is "" + total); } }"
case-02,plagiarized,case-02/plagiarized/L2/06/inout.java,"import java.util.Scanner; public class inout{ public static void main(String[] args) { Scanner sc = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder : ""); double rad = sc.nextDouble(); double l = sc.nextDouble(); double ar = rad*rad*3.14159; double vol = ar*l; System.out.println(""The area is "" + ar); System.out.println(""The volume of the cylinder is "" + vol); } }"
case-02,plagiarized,case-02/plagiarized/L2/04/Kasus2.java,"import java.util.Scanner; public class Kasus2 { public static double hitungArea(double r) { return r * r * Math.PI; } public static double hitungVolume(double area, double l) { return area * l; } public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double r = input.nextDouble(); double l = input.nextDouble(); double area = hitungArea(r); double volume = hitungVolume(area, l); System.out.println(""The area is "" + area); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L2/07/Main.java,"import java.util.Scanner; public class Main { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double jejari = input.nextDouble(); double length = input.nextDouble(); double area = jejari * jejari * 3.14159; double volume = area * length; System.out.println(""The area is "" + area); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L2/08/Kasus2L2.java,"import java.util.Scanner; public class Kasus2L2 { public static void main(String[] args) { Scanner in = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); float radius = in.nextFloat(); float length = in.nextFloat(); double luas = radius * radius * 3.14159; double volume = luas * length; System.out.println(""The area is "" + luas); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L1/03/Main.java,"import java.util.Scanner; public class Main { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double radius = input.nextDouble(); double length = input.nextDouble(); double area = radius * radius * 3.14159; double volume = area * length; System.out.println(""The area is "" + area); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L1/05/inputoutput.java,"import java.util.Scanner; public class inputoutput{ public static void main(String[] args){ Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double radius = input.nextDouble(); double length = input.nextDouble(); double area = radius * radius * 3.14159; double volume = area * length; System.out.println(""The area is "" + area); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L1/02/Main.java,"import java.util.Scanner; public class Main { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double radius = input.nextDouble(); double length = input.nextDouble(); double area = radius * radius * 3.14159; double volume = area * length; System.out.println(""The area is "" + area); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L1/09/Level1.java,"import java.util.Scanner; public class Level1 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double radius = input.nextDouble(); double length = input.nextDouble(); double area = radius * radius * 3.14159; double volume = area * length; System.out.println(""The area is "" + area); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L1/01/L1.java,"import java.util.Scanner; public class L1 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double radius = input.nextDouble(); double length = input.nextDouble(); double area = radius * radius * 3.14159; double volume = area * length; System.out.println(""The area is "" + area + "", ""); System.out.print(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L1/06/inputoutput.java,"import java.util.Scanner; public class inputoutput{ public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder : ""); double radius = input.nextDouble(); double length = input.nextDouble(); double area = radius*radius*3.14159; double volume = area*length; System.out.println(""The area is "" + area); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L1/04/Kasus2.java,"import java.util.Scanner; public class Kasus2 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double radius = input.nextDouble(); double length = input.nextDouble(); double area = radius * radius * 3.14159; double volume = area * length; System.out.println(""The area is "" + area); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L1/07/Main.java,"import java.util.Scanner; public class Main { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double radius = input.nextDouble(); double length = input.nextDouble(); double area = radius * radius * 3.14159; double volume = area * length; System.out.println(""The area is "" + area); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L1/08/Kasus2L1.java,"import java.util.Scanner; public class Kasus2L1 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double radius = input.nextDouble(); double length = input.nextDouble(); double area = radius * radius * 3.14159; double volume = area * length; System.out.println(""The area is "" + area); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L6/03/Main.java,"import java.util.Scanner; public class Main { private static double radius,length,areas,volumes; public static void main(String[] args) { System.out.print(""Enter the radius and length of a cylinder: ""); Scanner input = new Scanner(System.in); radius = input.nextDouble(); length = input.nextDouble(); areas = radius * radius * 3.14159; volumes = areas * length; cetak(); } public static void cetak() { System.out.println(""The area is "" + areas); System.out.println(""The volume of the cylinder is "" + volumes); } }"
case-02,plagiarized,case-02/plagiarized/L6/05/inputoutput.java,"import java.util.*; class inputoutput{ static double rad,panjang; static Scanner masukan = new Scanner(System.in); static void input() { rad = masukan.nextDouble(); panjang = masukan.nextDouble(); } static double hitArea() { return Math.pow(rad,2) * 3.14159; } public static void main(String[] args){ System.out.print(""Enter the radius and length of a cylinder: ""); input(); double vol, a; a = hitArea(); vol = a * panjang; System.out.println(""The area is "" + a); System.out.println(""The volume of the cylinder is "" + vol); } }"
case-02,plagiarized,case-02/plagiarized/L6/02/Main.java,"import java.util.Scanner; public class Main { public static double area(double r){ double area; area=r*r*3.14159; return area; } public static double volume(double len,double a){ double volume; volume=len*a; return volume; } public static void main(String[] args) { Scanner scan = new Scanner(System.in); double r,len,a; System.out.print(""Enter the radius and length of a cylinder: ""); r = scan.nextDouble(); len = scan.nextDouble(); a = area(r); System.out.println(""The area is "" + area(r)); System.out.println(""The volume of the cylinder is "" + volume(len,a)); } }"
case-02,plagiarized,case-02/plagiarized/L6/09/Level6.java,"import java.util.Scanner; public class Level6 { public static void main(String[] args) { Scanner in = new Scanner(System.in); double radius, tinggi; System.out.print(""Enter the radius and length of a cylinder: ""); radius = in.nextDouble(); tinggi = in.nextDouble(); count(radius, tinggi); } private static void count(double rad, double height) { System.out.println(""The area is "" + Math.pow(rad, 2) * Math.PI); System.out.println(""The volume of the cylinder is "" + Math.pow(rad, 2) * Math.PI * height); } }"
case-02,plagiarized,case-02/plagiarized/L6/01/L6.java,"import java.util.*; public class L6 { public static double hitLuas(double jari2) { return jari2 * jari2 * 3.14159; } public static double total(double luas, double panjang) { return luas * panjang; } public static void main(String[] args) { Scanner input = new Scanner(System.in); double jari2, panjang; double luas, total; jari2 = 0; panjang = 0; System.out.print(""Enter the radius and length of a cylinder: ""); for (int i = 0; i < 1; i++) { jari2 = input.nextDouble(); panjang = input.nextDouble(); } luas = hitLuas(jari2); total = total(luas, panjang); System.out.print(""The area is "" + luas + "" , ""); System.out.println(""The volume of the cylinder is "" + total); } }"
case-02,plagiarized,case-02/plagiarized/L6/06/inout.java,"import java.util.Scanner; public class inout{ public static void main(String[] args) { double rad,l; Scanner sc = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder : ""); rad = sc.nextDouble(); l = sc.nextDouble(); hitungVol(hitungAr(rad), l); } public static void hitungVol(double ar,double l) { double vol= ar*l; System.out.println(""The volume of the cylinder is "" + vol); } public static double hitungAr(double rad) { double ar= rad*rad*3.14159; System.out.println(""The area is "" + ar); return ar; } }"
case-02,plagiarized,case-02/plagiarized/L6/04/Kasus2.java,"import java.util.Scanner; public class Kasus2 { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double r = input.nextDouble(); double l = input.nextDouble(); System.out.println(""The area is "" + r*r*Math.PI); System.out.println(""The volume of the cylinder is "" + r*r*Math.PI*l); } }"
case-02,plagiarized,case-02/plagiarized/L6/07/Main.java,"import java.util.Scanner; public class Main { public static void main(String[] args) { Scanner input = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder: ""); double jejari, panjang; jejari = input.nextDouble(); panjang = input.nextDouble(); System.out.println(""The area is "" + hitungArea(jejari)); System.out.println(""The volume of the cylinder is "" + hitungVolume(panjang, jejari)); } public static double hitungArea(double jejari){ double area; return area = Math.pow(jejari, 2) * 3.14159; } public static double hitungVolume(double panjang, double jejari){ double volume; return volume = hitungArea(jejari) * panjang; } }"
case-02,plagiarized,case-02/plagiarized/L6/08/Kasus2L6.java,"import java.util.Scanner; public class Kasus2L6 { public static void main(String[] args) { System.out.print(""Enter the radius and length of a cylinder: ""); Scanner in = new Scanner(System.in); float input = in.nextFloat(); double luas = hitungLuas(input); input = in.nextFloat(); System.out.println(""The area is "" + luas); System.out.println(""The volume of the cylinder is "" + hitungVolume(luas, input)); } private static double hitungLuas(float radius){ return radius * radius * 3.14159; } private static double hitungVolume(double luas, float length){ return luas * length; } }"
case-02,plagiarized,case-02/plagiarized/L3/03/Main.java,"import java.util.Scanner; public class Main { private static double radius,length,areas,volumes; public static void main(String[] args) { System.out.print(""Enter the radius and length of a cylinder: ""); Scanner input = new Scanner(System.in); radius = input.nextDouble(); length = input.nextDouble(); areas = radius * radius * 3.14159; volumes = areas * length; System.out.println(""The area is "" + areas); System.out.println(""The volume of the cylinder is "" + volumes); } }"
case-02,plagiarized,case-02/plagiarized/L3/05/inputoutput.java,"import java.util.*; class inputoutput{ public static void main(String[] args){ Scanner masukan = new Scanner(System.in); double rad,panjang; System.out.print(""Enter the radius and length of a cylinder: ""); rad = masukan.nextDouble(); panjang = masukan.nextDouble(); double a; a = rad * rad * 3.14159; double vol; vol = a * panjang; System.out.println(""The area is "" + a); System.out.println(""The volume of the cylinder is "" + vol); } }"
case-02,plagiarized,case-02/plagiarized/L3/02/Main.java,"import java.util.Scanner; public class Main { public static void main(String[] args) { Scanner scan = new Scanner(System.in); double r=0; double len=0; double a =0; double volume=0; System.out.print(""Enter the radius and length of a cylinder: ""); r = scan.nextDouble(); len = scan.nextDouble(); a = r * r * 3.14159; volume = a * len; System.out.println(""The area is "" + a); System.out.println(""The volume of the cylinder is "" + volume); } }"
case-02,plagiarized,case-02/plagiarized/L3/09/Level3.java,"import java.util.Scanner; public class Level3 { public static void main(String[] args) { Scanner x = new Scanner(System.in); double vol = 0; double luasAlas = 0; System.out.print(""Enter the radius and length of a cylinder: ""); double radius = x.nextDouble(); double length = x.nextDouble(); luasAlas = radius * radius * 3.14159; vol = luasAlas * length; System.out.println(""The area is "" + luasAlas); System.out.println(""The volume of the cylinder is "" + vol); } }"
case-02,plagiarized,case-02/plagiarized/L3/01/L3.java,"import java.util.*; public class L3 { public static void main(String[] args) { Scanner input = new Scanner(System.in); double jari2 = 0; double panjang = 0; System.out.print(""Enter the radius and length of a cylinder: ""); jari2 = input.nextDouble(); panjang = input.nextDouble(); double luas = jari2 * jari2 * 3.14159; double total = luas * panjang; System.out.print(""The area is "" + luas + "" , ""); System.out.println(""The volume of the cylinder is "" + total); } }"
case-02,plagiarized,case-02/plagiarized/L3/06/inout.java,"import java.util.Scanner; public class inout{ public static void main(String[] args) { double rad,l,ar,vol; Scanner sc = new Scanner(System.in); System.out.print(""Enter the radius and length of a cylinder : ""); rad = sc.nextDouble(); l = sc.nextDouble(); ar = rad*rad*3.14159; vol = ar*l; System.out.println(""The area is "" + ar); System.out.println(""The volume of the cylinder is "" + vol); } }"
